,CH1,CH2
Second,Volt,Volt
3.16013e-02,4.00e-02,0.00e+00, 
3.20013e-02,4.00e-02,-8.00e-02, 
3.24013e-02,0.00e+00,8.00e-02, 
3.28013e-02,0.00e+00,-8.00e-02, 
3.32013e-02,4.00e-02,0.00e+00, 
3.36013e-02,0.00e+00,-8.00e-02, 
3.40013e-02,4.00e-02,0.00e+00, 
3.44013e-02,4.00e-02,0.00e+00, 
3.48013e-02,0.00e+00,-8.00e-02, 
3.52013e-02,0.00e+00,0.00e+00, 
3.56013e-02,4.00e-02,-8.00e-02, 
3.60013e-02,0.00e+00,0.00e+00, 
3.64013e-02,4.00e-02,-8.00e-02, 
3.68013e-02,4.00e-02,0.00e+00, 
3.72013e-02,0.00e+00,-8.00e-02, 
3.76013e-02,0.00e+00,0.00e+00, 
3.80013e-02,4.00e-02,-8.00e-02, 
3.84013e-02,0.00e+00,0.00e+00, 
3.88013e-02,4.00e-02,-8.00e-02, 
3.92013e-02,0.00e+00,-8.00e-02, 
3.96013e-02,2.00e+00,4.96e+00, 
4.00013e-02,2.00e+00,4.88e+00, 
4.04013e-02,2.04e+00,5.04e+00, 
4.08013e-02,2.00e+00,4.96e+00, 
4.12013e-02,1.96e+00,5.12e+00, 
4.16013e-02,2.00e+00,5.04e+00, 
4.20013e-02,2.08e+00,5.04e+00, 
4.24013e-02,2.00e+00,5.04e+00, 
4.28013e-02,2.04e+00,4.88e+00, 
4.32013e-02,2.04e+00,5.04e+00, 
4.36013e-02,1.96e+00,4.96e+00, 
4.40013e-02,2.00e+00,5.04e+00, 
4.44013e-02,2.04e+00,4.96e+00, 
4.48013e-02,1.96e+00,4.96e+00, 
4.52013e-02,2.04e+00,4.88e+00, 
4.56013e-02,2.04e+00,4.88e+00, 
4.60013e-02,1.96e+00,4.80e+00, 
4.64013e-02,2.00e+00,4.80e+00, 
4.68013e-02,2.04e+00,4.80e+00, 
4.72013e-02,1.96e+00,4.80e+00, 
4.76013e-02,2.04e+00,4.72e+00, 
4.80013e-02,2.00e+00,4.72e+00, 
4.84013e-02,1.96e+00,4.56e+00, 
4.88013e-02,2.00e+00,4.64e+00, 
4.92013e-02,2.04e+00,-8.00e-02, 
4.96013e-02,2.00e+00,-8.00e-02, 
5.00013e-02,2.00e+00,-8.00e-02, 
5.04013e-02,2.00e+00,-8.00e-02, 
5.08013e-02,2.04e+00,0.00e+00, 
5.12013e-02,1.96e+00,-8.00e-02, 
5.16013e-02,2.08e+00,0.00e+00, 
5.20013e-02,2.00e+00,-8.00e-02, 
5.24013e-02,1.96e+00,8.00e-02, 
5.28013e-02,2.00e+00,-8.00e-02, 
5.32013e-02,2.04e+00,0.00e+00, 
5.36013e-02,2.00e+00,0.00e+00, 
5.40013e-02,2.04e+00,-8.00e-02, 
5.44013e-02,2.04e+00,0.00e+00, 
5.48013e-02,2.00e+00,-8.00e-02, 
5.52013e-02,2.00e+00,-8.00e-02, 
5.56013e-02,2.04e+00,8.00e-02, 
5.60013e-02,1.96e+00,0.00e+00, 
5.64013e-02,2.04e+00,-8.00e-02, 
5.68013e-02,2.04e+00,0.00e+00, 
5.72013e-02,1.96e+00,-8.00e-02, 
5.76013e-02,2.00e+00,0.00e+00, 
5.80013e-02,2.04e+00,-8.00e-02, 
5.84013e-02,2.00e+00,0.00e+00, 
5.88013e-02,1.96e+00,-8.00e-02, 
5.92013e-02,2.04e+00,-8.00e-02, 
5.96013e-02,0.00e+00,4.96e+00, 
6.00013e-02,0.00e+00,4.96e+00, 
6.04013e-02,4.00e-02,5.04e+00, 
6.08013e-02,0.00e+00,5.04e+00, 
6.12013e-02,0.00e+00,5.04e+00, 
6.16013e-02,0.00e+00,5.04e+00, 
6.20013e-02,4.00e-02,5.04e+00, 
6.24013e-02,0.00e+00,5.12e+00, 
6.28013e-02,4.00e-02,4.96e+00, 
6.32013e-02,4.00e-02,5.04e+00, 
6.36013e-02,-4.00e-02,4.96e+00, 
6.40013e-02,0.00e+00,4.96e+00, 
6.44013e-02,4.00e-02,5.04e+00, 
6.48013e-02,-4.00e-02,4.96e+00, 
6.52013e-02,4.00e-02,4.80e+00, 
6.56013e-02,0.00e+00,4.88e+00, 
6.60013e-02,0.00e+00,4.80e+00, 
6.64013e-02,0.00e+00,4.88e+00, 
6.68013e-02,4.00e-02,4.80e+00, 
6.72013e-02,0.00e+00,4.80e+00, 
6.76013e-02,4.00e-02,4.72e+00, 
6.80013e-02,0.00e+00,4.72e+00, 
6.84013e-02,4.00e-02,4.64e+00, 
6.88013e-02,0.00e+00,4.64e+00, 
6.92013e-02,4.00e-02,-8.00e-02, 
6.96013e-02,0.00e+00,-8.00e-02, 
7.00013e-02,4.00e-02,-8.00e-02, 
