,CH1,CH2
Second,Volt,Volt
4.92000e-06,2.00e+00,4.96e+00, 
4.94000e-06,2.12e+00,4.96e+00, 
4.96000e-06,2.00e+00,4.96e+00, 
4.98000e-06,2.12e+00,4.96e+00, 
5.00000e-06,2.00e+00,4.96e+00, 
5.02000e-06,2.08e+00,4.96e+00, 
5.04000e-06,2.00e+00,4.96e+00, 
5.06000e-06,2.08e+00,4.96e+00, 
5.08000e-06,2.00e+00,4.96e+00, 
5.10000e-06,2.12e+00,4.88e+00, 
5.12000e-06,2.12e+00,4.96e+00, 
5.14000e-06,2.00e+00,4.88e+00, 
5.16000e-06,2.12e+00,4.96e+00, 
5.18000e-06,2.00e+00,4.88e+00, 
5.20000e-06,2.08e+00,4.96e+00, 
5.22000e-06,2.00e+00,4.88e+00, 
5.24000e-06,2.00e+00,4.96e+00, 
5.26000e-06,2.16e+00,4.88e+00, 
5.28000e-06,1.96e+00,4.96e+00, 
5.30000e-06,2.12e+00,4.88e+00, 
5.32000e-06,2.12e+00,4.96e+00, 
5.34000e-06,2.00e+00,4.96e+00, 
5.36000e-06,2.08e+00,4.96e+00, 
5.38000e-06,2.00e+00,4.96e+00, 
5.40000e-06,2.12e+00,4.96e+00, 
5.42000e-06,2.00e+00,4.96e+00, 
5.44000e-06,2.12e+00,4.96e+00, 
5.46000e-06,2.00e+00,4.88e+00, 
5.48000e-06,2.08e+00,4.96e+00, 
5.50000e-06,2.00e+00,4.96e+00, 
5.52000e-06,2.00e+00,4.96e+00, 
5.54000e-06,2.08e+00,4.88e+00, 
5.56000e-06,2.00e+00,4.96e+00, 
5.58000e-06,2.08e+00,4.88e+00, 
5.60000e-06,2.12e+00,4.96e+00, 
5.62000e-06,2.00e+00,4.88e+00, 
5.64000e-06,2.04e+00,4.96e+00, 
5.66000e-06,2.08e+00,4.88e+00, 
5.68000e-06,2.00e+00,4.96e+00, 
5.70000e-06,2.08e+00,4.88e+00, 
5.72000e-06,1.96e+00,4.96e+00, 
5.74000e-06,2.12e+00,4.88e+00, 
5.76000e-06,2.00e+00,4.96e+00, 
5.78000e-06,2.08e+00,4.88e+00, 
5.80000e-06,2.04e+00,4.88e+00, 
5.82000e-06,2.08e+00,4.96e+00, 
5.84000e-06,2.00e+00,4.88e+00, 
5.86000e-06,2.08e+00,4.96e+00, 
5.88000e-06,2.00e+00,4.88e+00, 
5.90000e-06,2.12e+00,4.96e+00, 
5.92000e-06,2.00e+00,4.96e+00, 
5.94000e-06,2.08e+00,4.88e+00, 
5.96000e-06,2.00e+00,4.88e+00, 
5.98000e-06,2.08e+00,4.96e+00, 
6.00000e-06,2.00e+00,4.96e+00, 
6.02000e-06,2.12e+00,4.88e+00, 
6.04000e-06,2.08e+00,4.96e+00, 
6.06000e-06,2.00e+00,4.96e+00, 
6.08000e-06,2.00e+00,4.96e+00, 
6.10000e-06,2.08e+00,4.88e+00, 
6.12000e-06,2.00e+00,4.96e+00, 
6.14000e-06,2.08e+00,4.88e+00, 
6.16000e-06,2.00e+00,4.96e+00, 
6.18000e-06,2.12e+00,4.88e+00, 
6.20000e-06,2.08e+00,4.96e+00, 
6.22000e-06,2.00e+00,4.88e+00, 
6.24000e-06,2.08e+00,4.96e+00, 
6.26000e-06,2.00e+00,4.88e+00, 
6.28000e-06,2.08e+00,4.88e+00, 
6.30000e-06,2.00e+00,4.96e+00, 
6.32000e-06,2.04e+00,4.96e+00, 
6.34000e-06,2.00e+00,4.88e+00, 
6.36000e-06,2.12e+00,4.96e+00, 
6.38000e-06,2.00e+00,4.88e+00, 
