,CH1,CH2
Second,Volt,Volt
1.01600e-01,1.92e+00,-8.00e-02, 
1.02000e-01,1.60e+00,-8.00e-02, 
1.02400e-01,1.52e+00,-8.00e-02, 
1.02800e-01,1.28e+00,-8.00e-02, 
1.03200e-01,1.28e+00,-8.00e-02, 
1.03600e-01,1.04e+00,-8.00e-02, 
1.04000e-01,9.60e-01,-8.00e-02, 
1.04400e-01,8.80e-01,-8.00e-02, 
1.04800e-01,9.60e-01,-8.00e-02, 
1.05200e-01,8.00e-01,-8.00e-02, 
1.05600e-01,8.00e-01,-8.00e-02, 
1.06000e-01,9.60e-01,0.00e+00, 
1.06400e-01,8.00e-01,-8.00e-02, 
1.06800e-01,1.12e+00,0.00e+00, 
1.07200e-01,1.12e+00,-8.00e-02, 
1.07600e-01,1.36e+00,-8.00e-02, 
1.08000e-01,1.44e+00,-8.00e-02, 
1.08400e-01,1.76e+00,-8.00e-02, 
1.08800e-01,1.84e+00,-8.00e-02, 
1.09200e-01,2.16e+00,0.00e+00, 
1.09600e-01,2.24e+00,-8.00e-02, 
1.10000e-01,2.72e+00,5.12e+00, 
1.10400e-01,2.80e+00,5.20e+00, 
1.10800e-01,3.28e+00,5.20e+00, 
1.11200e-01,3.28e+00,5.20e+00, 
1.11600e-01,3.60e+00,5.12e+00, 
1.12000e-01,3.60e+00,5.20e+00, 
1.12400e-01,3.92e+00,5.12e+00, 
1.12800e-01,3.92e+00,5.12e+00, 
1.13200e-01,4.24e+00,5.20e+00, 
1.13600e-01,4.24e+00,5.12e+00, 
1.14000e-01,4.48e+00,5.20e+00, 
1.14400e-01,4.32e+00,5.12e+00, 
1.14800e-01,4.56e+00,5.12e+00, 
1.15200e-01,4.40e+00,5.20e+00, 
1.15600e-01,4.56e+00,5.12e+00, 
1.16000e-01,4.48e+00,5.12e+00, 
1.16400e-01,4.32e+00,5.12e+00, 
1.16800e-01,4.40e+00,5.12e+00, 
1.17200e-01,3.92e+00,5.12e+00, 
1.17600e-01,3.92e+00,5.12e+00, 
1.18000e-01,3.68e+00,5.12e+00, 
1.18400e-01,3.68e+00,5.12e+00, 
1.18800e-01,3.36e+00,5.12e+00, 
1.19200e-01,3.36e+00,5.12e+00, 
1.19600e-01,2.88e+00,5.12e+00, 
