,CH1,CH2
Second,Volt,Volt
5.06000e-02,6.80e+01,1.76e+00, 
5.08000e-02,6.80e+01,1.76e+00, 
5.10000e-02,8.40e+01,1.60e+00, 
5.12000e-02,8.40e+01,1.60e+00, 
5.14000e-02,9.60e+01,1.36e+00, 
5.16000e-02,1.00e+02,1.36e+00, 
5.18000e-02,1.12e+02,1.20e+00, 
5.20000e-02,1.12e+02,1.28e+00, 
5.22000e-02,1.24e+02,1.12e+00, 
5.24000e-02,1.24e+02,1.12e+00, 
5.26000e-02,1.36e+02,9.60e-01, 
5.28000e-02,1.36e+02,1.04e+00, 
5.30000e-02,1.48e+02,8.00e-01, 
5.32000e-02,1.48e+02,8.00e-01, 
5.34000e-02,1.56e+02,5.60e-01, 
5.36000e-02,1.56e+02,7.20e-01, 
5.38000e-02,1.60e+02,4.80e-01, 
5.40000e-02,1.60e+02,5.60e-01, 
5.42000e-02,1.56e+02,7.20e-01, 
5.44000e-02,1.56e+02,5.60e-01, 
5.46000e-02,1.60e+02,6.40e-01, 
5.48000e-02,1.60e+02,5.60e-01, 
5.50000e-02,1.56e+02,6.40e-01, 
5.52000e-02,1.56e+02,5.60e-01, 
5.54000e-02,1.60e+02,6.40e-01, 
5.56000e-02,1.56e+02,5.60e-01, 
5.58000e-02,1.56e+02,6.40e-01, 
5.60000e-02,1.56e+02,5.60e-01, 
5.62000e-02,1.44e+02,8.00e-01, 
5.64000e-02,1.40e+02,8.00e-01, 
5.66000e-02,1.24e+02,1.04e+00, 
5.68000e-02,1.24e+02,1.04e+00, 
5.70000e-02,1.12e+02,1.20e+00, 
5.72000e-02,1.12e+02,1.20e+00, 
5.74000e-02,9.60e+01,1.36e+00, 
5.76000e-02,9.60e+01,1.36e+00, 
5.78000e-02,8.40e+01,1.52e+00, 
5.80000e-02,8.00e+01,1.60e+00, 
5.82000e-02,6.00e+01,1.68e+00, 
5.84000e-02,6.40e+01,1.68e+00, 
5.86000e-02,4.80e+01,1.92e+00, 
5.88000e-02,4.40e+01,1.92e+00, 
5.90000e-02,2.80e+01,2.16e+00, 
5.92000e-02,2.80e+01,2.16e+00, 
5.94000e-02,4.00e+00,2.48e+00, 
5.96000e-02,0.00e+00,2.48e+00, 
5.98000e-02,-2.40e+01,2.80e+00, 
