,CH1,CH2
Second,Volt,Volt
2.57000e-02,0.00e+00,0.00e+00, 
2.58000e-02,0.00e+00,-8.00e-02, 
2.59000e-02,4.00e-02,0.00e+00, 
2.60000e-02,0.00e+00,-8.00e-02, 
2.61000e-02,0.00e+00,-8.00e-02, 
2.62000e-02,0.00e+00,-8.00e-02, 
2.63000e-02,0.00e+00,-8.00e-02, 
2.64000e-02,0.00e+00,-8.00e-02, 
2.65000e-02,0.00e+00,0.00e+00, 
2.66000e-02,0.00e+00,0.00e+00, 
2.67000e-02,4.00e-02,-8.00e-02, 
2.68000e-02,0.00e+00,-8.00e-02, 
2.69000e-02,4.00e-02,0.00e+00, 
2.70000e-02,0.00e+00,-8.00e-02, 
2.71000e-02,4.00e-02,0.00e+00, 
2.72000e-02,4.00e-02,-8.00e-02, 
2.73000e-02,0.00e+00,0.00e+00, 
2.74000e-02,0.00e+00,-8.00e-02, 
2.75000e-02,0.00e+00,0.00e+00, 
2.76000e-02,0.00e+00,-8.00e-02, 
2.77000e-02,0.00e+00,-8.00e-02, 
2.78000e-02,0.00e+00,-8.00e-02, 
2.79000e-02,0.00e+00,0.00e+00, 
2.80000e-02,0.00e+00,0.00e+00, 
2.81000e-02,4.00e-02,-8.00e-02, 
2.82000e-02,0.00e+00,-8.00e-02, 
2.83000e-02,4.00e-02,0.00e+00, 
2.84000e-02,4.00e-02,-8.00e-02, 
2.85000e-02,0.00e+00,0.00e+00, 
2.86000e-02,4.00e-02,-8.00e-02, 
2.87000e-02,0.00e+00,0.00e+00, 
2.88000e-02,0.00e+00,0.00e+00, 
2.89000e-02,0.00e+00,-8.00e-02, 
2.90000e-02,0.00e+00,-8.00e-02, 
2.91000e-02,0.00e+00,0.00e+00, 
2.92000e-02,0.00e+00,-8.00e-02, 
2.93000e-02,0.00e+00,0.00e+00, 
2.94000e-02,0.00e+00,-8.00e-02, 
2.95000e-02,0.00e+00,0.00e+00, 
2.96000e-02,0.00e+00,-8.00e-02, 
2.97000e-02,4.00e-02,0.00e+00, 
2.98000e-02,4.00e-02,-8.00e-02, 
2.99000e-02,0.00e+00,5.20e+00, 
